+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                               ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u0|pe_instruction|pe2_0|O_Buffer|RoundMUnit                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|O_Buffer|HPM                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|O_Buffer|TP                                                                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|O_Buffer|buffer                                                                                                                                                                             ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|O_Buffer                                                                                                                                                                                    ; 37    ; 0              ; 0            ; 0              ; 49     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|ReadyMUnit                                                                                                                                                                         ; 9     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|ReadyPUnit                                                                                                                                                                         ; 9     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|RoundMUnit                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|RoundPUnit                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|HPM                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|HPP                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|TP                                                                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer|buffer                                                                                                                                                                             ; 48    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|I_Buffer                                                                                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 82     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|ReadyMUnit                                                                                                                                                                         ; 9     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|ReadyPUnit                                                                                                                                                                         ; 9     ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|RoundMUnit                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|RoundPUnit                                                                                                                                                                         ; 13    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|HPM                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|HPP                                                                                                                                                                                ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|TP                                                                                                                                                                                 ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer|buffer                                                                                                                                                                             ; 48    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0|W_Buffer                                                                                                                                                                                    ; 38    ; 0              ; 0            ; 0              ; 82     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe2_0                                                                                                                                                                                             ; 105   ; 1              ; 0            ; 1              ; 102    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|HPMUnit                                                                                                                                                                                     ; 4     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|OutputDataPipelineUnit                                                                                                                                                             ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|NOPPipelineUnit                                                                                                                                                                    ; 4     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_limit_comparator|auto_generated                                                                                        ; 12    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_res_rounding_add_sub_upper1|auto_generated                                                                                        ; 27    ; 0              ; 13           ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_res_rounding_add_sub_lower|auto_generated                                                                                         ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_add_sub_upper1|auto_generated                                                                                                     ; 33    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_add_sub_upper0|auto_generated                                                                                                     ; 33    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_add_sub_lower|auto_generated                                                                                                      ; 33    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_2comp_res_upper1|auto_generated                                                                                                   ; 33    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_2comp_res_upper0|auto_generated                                                                                                   ; 33    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|man_2comp_res_lower|auto_generated                                                                                                    ; 33    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub6|auto_generated                                                                                                               ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub5|auto_generated                                                                                                               ; 21    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub4|auto_generated                                                                                                               ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub3|auto_generated                                                                                                               ; 12    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub2|auto_generated                                                                                                               ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|add_sub1|auto_generated                                                                                                               ; 18    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder34                            ; 2     ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32|altpriority_encoder33                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder32                                                  ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30|altpriority_encoder31                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder30                                                                        ; 8     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder26                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29|altpriority_encoder25                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22|altpriority_encoder29                                                                        ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder22                                                                                              ; 16    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder26                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24|altpriority_encoder25                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder24                                                                        ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder26                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder28                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25|altpriority_encoder27                            ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23|altpriority_encoder25                                                  ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21|altpriority_encoder23                                                                        ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt|altpriority_encoder21                                                                                              ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|trailing_zeros_cnt                                                                                                                    ; 32    ; 9              ; 0            ; 9              ; 5      ; 9               ; 9             ; 9               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder14                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12|altpriority_encoder13                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder12                                                   ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder14                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11|altpriority_encoder13                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20|altpriority_encoder11                                                   ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder20                                                                         ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder14                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12|altpriority_encoder13                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder12                                                   ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder14                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11|altpriority_encoder13                             ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19|altpriority_encoder11                                                   ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8|altpriority_encoder19                                                                         ; 8     ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder8                                                                                               ; 16    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder14                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16|altpriority_encoder13                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder16                                                    ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u0|pe_instruction|pe1_0|MAC_Unit|FP_AddUnit|FPADD_altfp_add_sub_50k_component|leading_zeroes_cnt|altpriority_encoder7|altpriority_encoder9|altpriority_encoder15|altpriority_encoder18                              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
